Unnamed: 0,ID,Last_Name,First_Name,NickName,ID2,IsUnused,SlotType,IsRegular,IsGener,IsDraftee,IsDrafted,ASA_ID,OvrdStYrs,Pos,SecondPos,Height,Weight,BirthDay,BirthMonth,Age,Hand,DunkHand,YearsPro,CollegeID,DraftedBy,DraftYear,DraftRound,DraftPos,CAP_Nick,Personality,Play4Winner,FinSecurity,Loyalty,PeakAgeS,PeakAgeE,PortrID,GenericF,CF_ID,AudioID_M,NmOrder,NmShType,SkinTone,Muscles,EyeColor,Bodytype,Clothes,HS_ID,CAP_FaceT,CAP_Hstl,CAP_Hcol,CAP_Hlen,CAP_BStyle,CAP_Moust,CAP_Goatee,CAP_Fhcol,CAP_Eyebr,CAP_TLftN,CAP_TLftS,CAP_TRgtS,CAP_TLftB,CAP_TRgtB,CAP_TLftF,CAP_TRgtF,PlayInitor,GoesTo3PT,PlayStyle,PlayType1,PlayType2,PlayType3,PlayType4,Number,IsFA,TeamID1,TeamID2,MinsAsg,Morale,Fatigue,FARestr,CtrThoughts,InjDaysLeft,InjType,PosRank,OvrlRank,IsScouted,StatY0,StatY1,StatY2,StatY3,StatY4,StatY5,StatY6,StatY7,StatY8,StatY9,StatY10,StatY11,StatY12,StatY13,StatY14,StatY15,StatY16,StatY17,StatY18,StatY19,StatPOs,GH_CarPts,GH_CarFGM,GH_CarFGA,GH_CarStl,GH_CarBlk,GH_Car3PM,GH_Car3PA,GH_CarFTM,GH_CarFTA,GH_CarOReb,GH_CarDReb,GH_CarRebs,GH_CarAst,GH_CarMins,GH_SeaPts,GH_SeaFGM,GH_SeaFGA,GH_SeaStl,GH_SeaBlk,GH_Sea3PM,GH_Sea3PA,GH_SeaFTM,GH_SeaFTA,GH_SeaOReb,GH_SeaDReb,GH_SeaRebs,GH_SeaAst,GH_SeaMins,Overall_I,SklBst,SShtLoP,SShtCls,SShtMed,SSht3PT,SShtFT,SDunk,SStdDunk,SLayUp,SLayUpStnd,SLayUpSpin,SLayUpEuro,SLayUpHop,SRunner,SStpThru,SShtInT,SPstFdaway,SPstHook,SShtOfD,SBallHndl,SOffHDrib,SBallSec,SPass,SBlock,SSteal,SHands,SOnBallD,SOReb,SDReb,SOLowPost,SDLowPost,SOAwar,SDAwar,SConsis,SStamina,SSpeed,SQuick,SStrength,SVertical,SHustle,SDurab,SPOT,SEmotion,SigSkill1,SigSkill2,SigSkill3,SigSkill4,SigSkill5,TShtTend,TInsShots,TCloseSht,TMidShots,T3PTShots,TPutbacks,TDriveLn,TPullUp,TPumpFake,TTrplThrt,TTTShot,TNoTT,TStrghtDr,TSizeUp,THesitat,TDriveRvL,TCrossov,TSpin,TStepBack,THalfSpin,TDblCross,TBhndBack,THesCross,TInAndOut,TDPSimpDr,TAttackB,TPassOut,TFadeaway,TStpbJmpr,TSpinJmpr,TDunkvLU,TAlleyOop,TUseGlass,TDrawFoul,TVShCrash,TPckRlvFd,TPostUp,TTouches,TPostSpn,TPostDrv,TPostAgBd,TLeavePost,TPostDrpSt,TPostFaceU,TPostBDown,TPostShots,TPostHook,TPostFdawy,TPostShmSh,TPostHopSh,TFlshPass,TThrowAO,THardFoul,TTakeChrg,TPassLane,TOnBalStl,TContShot,TCommFoul,HZ1,HZ2,HZ3,HZ4,HZ5,HZ6,HZ7,HZ8,HZ9,HZ10,HZ11,HZ12,HZ13,HZ14,AShtRlTim,AShtForm,AShtBase,AFadeaway,AContestd,AFreeT,ADrPullUp,ASpinJmpr,AHopJmpr,APstFade,APstHook,APstHopSh,APstShmSh,APstPrtct,APstPrtSpn,AIsoCross,AIsoBhBck,AIsoSpin,AIsoHesit,ALayUp,AGoToDunk,ADunk2,ADunk3,ADunk4,ADunk5,ADunk6,ADunk7,ADunk8,ADunk9,ADunk10,ADunk11,ADunk12,ADunk13,ADunk14,ADunk15,AIntPreGI,AIntPreG1,AIntPreG2,AIntPreT1,AIntPreT2,BirdYears,CClrYears,CDaysLeft,CRole,COption,CNoTrade,CYear1,CYear2,CYear3,CYear4,CYear5,CYear6,SgndTYWith,YrsForCurT,GHeadband,GHdbndLg,GUndrshrt,GUndrsCol,GLeftArm,GLArmCol,GLeftElb,GLElbCol,GLeftWrst,GLWrstC1,GLWrstC2,GLeftFngr,GLFngrCol,GRghtArm,GRArmCol,GRghtElb,GRElbCol,GRghtWrst,GRWrstC1,GRWrstC2,GRghtFngr,GRFngrCol,GPresShrt,GPrsShCol,GLeftLeg,GLLegCol,GLeftKnee,GLKneeCol,GLeftAnkl,GLAnklCol,GRghtLeg,GRLegCol,GRghtKnee,GRKneeCol,GRghtAnkl,GRAnklCol,GSockLngh,GShsBrLck,GShsBrand,GShsModel1,GShsModel2,GShsModel3,GShsModel4,GShsColMod,GShsColHSd,GShsColHTr,GShsColASd,GShsColATr,HParam1,HParam2,HdBrwHght,HdBrwWdth,HdBrwSlpd,HdNkThck,HdNkFat,HdChnLen,HdChnWdth,HdChnProt,HdJawSqr,HdJawWdth,HdChkHght,HdChkWdth,HdChkFull,HdDefinit,MtULCurve,MtULThick,MtULProtr,MtLLCurve,MtLLThick,MtLLProtr,MtSzHght,MtSzWdth,MtCrvCorn,ErHeight,ErWidth,ErEarLobe,ErTilt,NsNsHght,NsNsWdth,NsNsProtr,NsBnBridge,NsBnDefin,NsBnWdth,NsTipHght,NsTipWdth,NsTipTip,NsTipBnd,NsNtHght,NsNtWdth,EsFrmOpen,EsFrmSpac,EsFrmLwEl,EsFrmUpEl,EsPlcHght,EsPlcWdth,EsPlcRot,EsPlcProt,EsShpOtEl,EsShpInEl
,46,Patterson,Lamar,0,0,0,0,1,1,1,0,49196,0,2,1,195.58,225.0,12,8,22,1,1,1,47,-1,2014,0,0,0,1,0,0,50,22,23,4572,0,0,0,0,0,1,0,1,1,0,-1,0,12,0,0,0,0,0,0,3,0,0,0,55,0,0,0,0,1,13,8,0,0,0,13,0,-1,-1,0,75,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,73,65,61,64,73,60,50,62,72,75,70,70,65,65,48,68,62,49,64,60,50,45,47,59,70,58,35,52,35,50,42,52,40,78,68,70,55,70,74,80,61,25,0,0,0,0,0,29,18,2,8,45,18,34,8,10,0,0,25,100,0,0,50,90,0,0,0,80,50,70,60,100,18,45,8,8,8,20,34,20,20,55,50,0,39,0,0,0,100,0,0,0,0,0,0,0,0,23,23,41,60,44,44,30,41,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,101,3,9,0,10,18,7,2,3,9,5,0,0,0,1,4,4,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,4,0,1,2,3,0,3,0,3,2,0,3,0,3,0,3,0,3,2,0,3,1,3,0,3,1,3,0,3,0,3,1,3,0,3,8,0,8,57BCC781,6B33D5E1,364E5BE7,41EE8B7B,0,0,1,0,1,255,0,86,23,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,47,Bairstow,Cameron,0,0,0,0,1,1,1,0,49197,0,3,2,205.74,250.0,7,12,23,1,1,1,207,-1,2014,0,0,0,1,0,0,65,22,23,8707,0,0,0,0,0,5,0,1,1,0,-1,0,2,0,0,0,0,0,0,4,0,0,17,0,0,0,0,0,0,22,5,7,3,0,41,0,-1,-1,0,75,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,52,66,68,53,74,50,52,62,66,52,56,51,45,45,53,66,58,46,48,44,42,48,54,40,64,40,65,58,60,57,48,45,50,75,54,48,58,62,50,76,60,40,0,0,0,0,0,48,44,30,42,15,37,17,25,24,34,42,43,44,9,12,55,6,7,6,10,4,8,5,7,49,46,57,32,19,38,42,14,42,34,41,14,26,58,21,10,12,0,18,37,18,19,18,34,26,10,9,9,35,36,15,24,51,32,1,1,1,1,1,1,1,1,1,0,1,2,1,1,1,57,53,11,1,21,1,13,0,4,5,5,1,1,2,0,1,2,0,2,11,10,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,4,0,1,2,3,0,3,0,3,2,0,3,2,3,0,3,0,3,2,0,3,1,3,0,3,0,3,0,3,0,3,0,3,0,3,8,0,3,57CBBF5F,C96947C8,DD2D8960,3B106E6E,0,0,1,0,1,255,0,68,25,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,48,Antetokounmpo,Thanasis,0,0,0,0,1,1,1,0,49198,0,2,3,198.82,205.0,7,7,21,1,1,1,356,-1,2014,0,0,0,1,50,55,65,27,29,4542,0,0,0,0,0,1,0,1,1,0,-1,0,10,0,0,0,0,0,0,4,32,7,0,56,0,0,0,0,1,15,6,1,7,0,43,0,-1,-1,0,75,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,38,66,63,61,66,80,80,63,71,70,71,72,70,70,64,58,57,55,56,52,48,44,70,52,68,60,64,52,52,63,52,58,40,80,78,74,64,80,72,80,67,58,23,0,0,0,0,50,42,24,19,46,37,64,30,24,43,57,31,55,29,36,61,29,30,23,23,10,19,15,20,56,60,35,32,30,37,45,39,34,49,18,12,31,50,14,12,16,0,10,4,19,27,6,13,5,6,20,25,36,46,63,73,55,40,1,1,1,2,1,1,1,1,1,1,1,1,1,0,0,90,130,16,0,34,21,2,9,1,2,5,1,1,1,5,3,3,0,15,17,1,4,12,16,18,19,26,39,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,4,0,1,2,3,0,3,0,3,2,0,3,2,3,0,3,0,3,2,0,3,1,3,0,3,0,3,0,3,0,3,0,3,0,3,8,0,3,57CBBF5F,C96947C8,DD2D8960,3B106E6E,0,0,1,0,1,255,0,-91,-56,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,49,Christon,Semaj,0,0,0,0,1,1,1,0,49199,0,0,1,190.5,190.0,1,11,21,1,1,1,41,-1,2014,0,0,0,1,0,0,50,22,23,8774,0,0,0,0,0,1,0,1,0,0,-1,0,23,2,0,0,0,0,2,1,0,0,0,0,33,0,0,1,1,0,2,0,0,0,6,0,-1,-1,0,75,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,25,72,68,66,60,50,25,76,71,82,69,75,75,83,62,40,30,68,88,86,68,72,31,57,78,49,29,43,29,25,58,44,50,83,92,88,31,72,60,84,66,25,0,0,0,0,0,40,25,5,35,40,25,50,32,5,5,5,85,0,0,0,57,50,0,50,0,25,50,75,50,75,30,70,0,0,0,5,0,10,30,57,25,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,70,24,2,1,1,2,1,0,1,1,1,2,1,2,0,0,1,56,34,8,0,15,21,7,8,2,0,9,0,0,0,2,1,4,1,0,8,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,4,0,1,0,3,0,3,0,3,2,0,3,0,3,0,3,9,3,2,0,3,1,3,0,3,1,3,0,3,0,3,0,3,0,3,8,0,8,72A86FD1,94C790AC,A53C3A39,521D2104,0,0,1,0,1,255,0,9,-40,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,50,Marble,Devyn,0,0,0,0,1,1,1,0,49200,0,1,2,198.12,200.0,21,9,21,1,1,1,75,-1,2014,0,0,0,1,0,0,80,22,23,4599,0,0,0,0,0,3,0,1,1,0,-1,0,2,3,0,0,0,0,3,1,0,0,0,0,0,0,0,1,1,6,8,1,7,0,11,0,-1,-1,0,75,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,34,66,68,71,71,62,44,71,66,75,71,76,80,75,58,46,33,59,76,72,54,50,33,48,67,52,32,46,38,31,53,47,55,80,84,76,42,73,62,80,65,68,0,0,0,0,0,65,50,19,55,60,7,45,65,14,19,32,63,54,50,61,57,34,31,32,25,16,21,23,19,47,60,43,44,52,54,15,35,16,71,8,50,7,62,8,3,2,0,3,8,10,17,1,15,1,7,47,50,28,46,61,62,45,29,1,1,2,1,0,1,1,1,1,1,1,1,1,1,0,21,8,27,0,17,10,7,9,3,1,7,0,0,1,1,4,1,2,1,4,7,8,14,17,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,4,0,1,0,3,0,3,0,3,2,0,3,0,3,0,3,9,3,2,0,3,1,3,0,3,1,3,0,3,0,3,0,3,0,3,8,0,8,72A86FD1,94C790AC,A53C3A39,521D2104,0,0,1,0,1,255,0,-39,-66,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,51,McRae,Jordan,0,0,0,0,1,1,1,0,49201,0,1,0,195.58,179.0,28,3,22,1,1,1,262,-1,2014,0,0,0,1,0,0,50,26,29,4548,0,0,0,0,0,2,0,1,0,0,-1,0,16,0,0,0,0,0,0,3,0,0,24,0,0,0,0,0,1,6,2,1,8,0,52,0,-1,-1,0,75,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,41,69,71,76,80,52,30,77,73,67,70,69,72,70,68,58,33,76,81,76,54,52,39,62,72,61,33,38,41,36,59,55,60,85,86,81,43,72,72,80,68,70,0,0,0,0,0,50,40,20,30,35,10,54,0,5,10,25,60,0,0,0,64,50,15,50,5,25,50,0,0,75,59,41,0,0,0,20,17,6,5,4,1,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,52,20,0,25,25,34,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,15,52,10,0,8,17,8,2,0,0,9,0,0,0,1,0,0,0,0,12,4,6,13,16,18,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,4,0,3,0,3,0,3,0,3,2,0,3,0,3,0,3,0,3,2,0,3,1,3,0,3,1,3,0,3,0,3,1,3,0,3,8,0,1,1D4535B0,22A96423,8A0705AB,4EC747DC,0,0,1,0,1,255,0,-84,16,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,52,Jefferson,Cory,0,0,0,0,1,1,1,0,49202,0,3,5,205.74,218.0,26,12,23,1,1,1,84,-1,2014,0,0,0,1,0,0,50,22,23,4541,0,0,0,0,0,2,0,1,1,0,-1,0,2,4,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,20,3,4,5,0,21,0,-1,-1,0,75,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,65,66,69,55,60,60,70,58,74,50,52,46,54,47,58,53,64,45,38,34,33,32,56,41,66,47,73,64,56,60,54,50,50,75,54,50,63,74,60,75,66,66,0,0,0,0,0,51,62,21,23,14,54,60,0,44,52,40,34,61,14,15,61,14,17,8,6,4,7,15,18,36,43,49,22,18,34,52,30,58,78,51,99,44,43,14,12,10,0,23,16,31,22,15,26,12,17,9,12,49,43,18,24,68,45,2,1,1,1,1,1,1,1,1,1,0,1,1,1,0,153,129,5,0,110,0,0,1,8,11,5,1,1,1,3,0,3,0,2,16,1,2,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,2,3,0,3,0,3,2,0,3,2,3,0,3,0,3,2,0,3,1,3,0,3,1,3,0,3,0,3,1,3,0,3,8,0,6,8E6256AD,BEE229D3,7F3E6BD4,5BF1AABC,0,0,1,0,1,255,0,-97,38,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,53,Birch,Khem,0,0,0,0,1,1,1,0,49203,0,4,3,206.0,220.0,28,9,21,1,1,1,209,-1,2014,0,0,0,1,25,25,75,25,28,6576,0,0,0,0,0,3,0,1,3,0,-1,0,2,0,0,0,0,0,0,4,0,0,0,0,0,25,0,0,0,25,3,0,0,0,24,0,-1,-1,0,75,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,60,69,61,30,68,82,80,58,78,59,63,57,61,64,58,56,67,52,43,39,37,32,78,52,77,60,82,76,60,66,48,56,45,78,60,56,68,78,72,82,72,80,28,27,0,0,0,40,50,20,10,0,50,55,25,0,25,25,25,100,0,0,53,0,0,0,0,0,0,0,0,99,40,20,0,0,0,75,75,35,34,0,90,50,62,10,10,0,0,0,30,10,70,10,10,0,0,0,60,45,0,25,15,68,50,2,0,1,1,2,1,1,1,1,0,0,1,0,1,0,107,0,19,1,45,20,4,3,9,3,5,1,0,1,0,6,0,2,2,10,9,7,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,4,0,0,0,3,0,3,0,3,2,0,3,0,3,0,3,0,3,2,0,3,1,3,0,3,1,3,0,3,0,3,1,3,0,3,8,0,5,BA90DD4D,526C1354,500F25E7,1AB55C4B,0,0,1,0,1,255,0,-98,40,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,54,Black,Tarik,0,0,0,0,1,1,1,0,49204,0,3,4,205.74,250.0,22,11,22,1,1,1,87,-1,2014,0,0,0,1,0,25,50,22,23,8721,0,0,0,0,0,2,0,1,3,0,-1,0,17,0,0,0,0,0,0,3,0,0,0,48,0,1,0,0,0,20,3,0,0,0,28,0,-1,-1,0,75,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,65,60,35,25,46,70,80,44,74,43,45,42,51,48,62,48,67,44,35,30,36,33,70,38,68,48,81,72,67,72,44,50,40,80,54,50,81,75,76,80,66,65,31,0,0,0,0,30,50,5,0,0,50,0,0,10,25,0,0,100,0,0,50,0,0,0,0,0,0,0,0,100,70,10,0,0,0,68,75,0,35,0,99,90,20,0,0,100,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,80,75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,17,62,17,1,19,29,12,18,9,11,4,1,1,1,0,1,2,2,2,10,2,4,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,4,0,1,0,3,0,3,0,3,2,0,3,0,3,0,3,0,3,2,0,3,1,3,0,3,0,3,0,3,0,3,0,3,0,3,8,0,1,6D8BE23F,914EFFF5,5FA0609C,BA078AAB,0,0,1,0,1,255,0,-54,9,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,55,Brown,Jabari,0,0,0,0,1,1,1,0,49205,0,1,2,195.58,220.0,26,8,21,1,1,1,10,-1,2014,0,0,0,1,60,60,45,22,23,4637,0,0,0,0,0,4,0,1,1,0,-1,0,7,0,0,0,0,0,0,1,0,26,0,0,0,47,0,0,1,12,6,0,0,0,15,0,-1,-1,0,75,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,41,66,68,72,54,67,25,77,72,71,77,82,77,77,58,43,31,61,89,87,62,42,33,54,71,46,35,33,39,34,53,46,50,84,80,78,38,77,64,80,63,45,0,0,0,0,0,80,40,36,20,25,5,85,35,5,15,35,45,50,25,25,52,50,25,40,20,25,25,60,25,99,60,40,45,40,20,0,20,5,54,35,0,0,60,0,0,0,25,0,5,15,0,0,15,0,5,70,78,25,35,76,78,64,42,2,1,1,1,1,0,1,1,1,1,1,1,1,2,0,145,16,4,0,112,28,7,7,5,4,9,0,0,0,1,6,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,4,0,1,0,3,0,3,0,3,2,0,3,0,3,0,3,9,3,2,0,3,1,3,0,3,1,3,0,3,0,3,0,3,0,3,8,0,8,72A86FD1,94C790AC,A53C3A39,521D2104,0,0,1,0,1,255,0,-44,-34,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,56,Cotton,Bryce,0,0,0,0,1,1,1,0,49206,0,0,1,198.12,189.0,10,4,21,1,1,1,79,-1,2014,0,0,0,1,5,15,50,22,23,4582,0,0,0,0,0,2,0,1,1,0,-1,0,3,0,0,11,0,0,0,3,28,0,0,0,0,0,0,1,1,1,2,8,7,0,8,0,-1,-1,0,75,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,40,75,73,71,81,25,25,77,72,72,75,72,75,70,65,58,25,71,79,76,71,66,25,60,76,48,25,30,25,25,54,42,46,81,92,83,31,65,66,80,64,65,0,0,0,0,0,55,40,35,50,60,2,65,78,10,15,25,50,50,25,25,52,32,15,30,15,12,10,15,15,60,40,60,45,30,0,0,0,37,64,20,99,0,45,1,10,16,0,13,0,21,0,0,15,0,0,30,35,54,38,60,56,30,45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,16,51,1,0,81,7,13,15,4,9,9,0,0,1,2,2,4,2,0,8,2,41,34,32,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,4,0,1,0,3,0,3,0,3,2,0,3,0,3,0,3,9,3,2,0,3,1,3,0,3,1,3,0,3,0,3,0,3,0,3,8,0,8,72A86FD1,94C790AC,A53C3A39,521D2104,0,0,1,0,1,255,0,-11,-40,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,57,Craig,Torrey,0,0,0,0,1,1,1,0,49207,0,2,3,200.54,215.0,19,12,23,1,1,1,241,-1,2014,0,0,0,1,15,15,75,26,30,8800,0,0,0,0,0,2,0,1,1,0,-1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,13,3,6,0,0,3,0,-1,-1,0,75,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,51,69,69,66,63,62,42,69,78,75,67,76,78,77,64,57,60,57,66,61,53,50,56,64,78,69,43,48,51,62,61,69,50,87,71,74,53,74,79,87,77,25,22,21,0,0,0,42,36,28,27,57,23,35,0,5,10,5,80,100,0,25,51,35,15,25,5,15,25,0,0,75,57,33,0,0,0,5,10,15,38,25,99,5,62,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,25,15,64,40,2,1,1,0,1,0,0,1,1,2,1,1,1,1,0,36,52,7,0,20,17,5,2,4,5,7,0,0,2,3,1,0,1,1,4,6,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,4,0,1,2,3,0,3,5,3,2,0,3,0,3,0,3,0,3,2,0,3,1,3,0,3,1,3,0,3,0,3,0,3,0,3,8,0,1,6BDA0302,F548A4DC,8B9AF4F6,4B9DC4F5,0,0,1,0,1,255,0,-43,-17,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
